ID,fG-T,fG-R,fG-K,fG-C,fG-A
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,-17.75580820055829,0.8830411665773625,0.5658188388331318,0.6237208375642705,0.8830411665773625
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,-17.3912183966611,0.7665806657561312,0.8640226766580609,0.7902766081926903,0.7665806657561312
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,-11.384461621913223,0.8875794083732174,0.9252063181860696,-0.447919324601024,0.8875794083732174
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,-14.006926355270453,0.5001683364059445,0.3871401127290742,0.1507052272548316,0.5001683364059445
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,-8.280654350104273,0.13049357983531942,-0.061125059341236215,0.14510422723539704,0.13049357983531942
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,-1.9241229555777288,0.11019536278223335,0.14468034712959243,-0.14741779750500755,0.11019536278223335
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,-26.88626624628,0.46270652498506365,0.51653487498458,-0.03861223973557573,-0.03861223973557573
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,-9.203279289647577,0.8665111576941551,0.8832713426853457,0.8355047450853218,0.8355047450853218
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,-5.715624193530329,0.9129107181695463,0.841992702747887,0.8328497685405992,0.9129107181695463
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,-9.028535230647531,-0.051004950552826056,-0.34733420633013595,-0.017023895490167505,-0.051004950552826056
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,-11.318632447005248,-0.8905680142485591,-0.22774326309623688,-0.0367176222633286,-0.8905680142485591
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,-1.6275120546768564,0.3702033050274784,0.3335406501839576,0.30163520945718625,0.3702033050274784
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,-43.34835664646214,-1.8088521318987063,-1.11228664188502,-1.2977846625567493,-1.2977846625567493
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,-8.217517450064445,0.6970490332817337,0.3891998411769971,0.623033349802515,0.623033349802515
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,-13.32997574534427,-1.1138939727137924,0.2806604796419679,-0.013701464983432322,-1.1138939727137924
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,-11.17464541751803,0.3534633597196015,0.4934007562480316,0.40886082660084605,0.3534633597196015
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,-3.321216422970133,0.9169712047858023,0.9326348328568854,0.7925568240441175,0.9169712047858023
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,-13.869856113374459,-0.35570367816246445,0.14682260881914766,0.018194393810311547,-0.35570367816246445
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,-17.8263261176595,0.765240442711362,0.8716441210557978,0.7927936643642727,0.765240442711362
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,-7.992937670705999,-0.7355390021193341,-0.22789691796200337,0.1951261865284899,-0.7355390021193341
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,-7.691582511823059,-0.4432304168367126,-2.9131582751695233,-2.5729849713177715,-0.4432304168367126
