ID,fG-T,fG-R,fG-K,fG-C,fG-A
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,-19.696379508834152,0.8401235699503143,0.41112712669272167,0.46756325126471976,0.8401235699503143
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,-19.294922233587005,0.7561342664376159,0.8364809549172738,0.7421574433113078,0.7561342664376159
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,-12.724545640726609,0.8563027056625687,0.900023721369253,-0.7343111128047436,0.8563027056625687
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,-15.606690223065605,0.428729126049487,0.26361151832560986,-0.021360897928549803,0.428729126049487
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,-9.353787429550982,-0.0541831888229942,-0.3037797632812026,-0.04116847137272977,-0.0541831888229942
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,-2.416083759488967,-0.07993590868480754,-0.05346712023311435,-0.3799680947255977,-0.07993590868480754
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,-29.642918156114984,0.36408640749441895,0.38533846699909746,-0.23632338129883895,-0.23632338129883895
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,-10.36634796965883,0.8785660409768782,0.8624359396807968,0.7951595628223831,0.7951595628223831
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,-6.54514521232866,0.8837315127440046,0.7752154682649032,0.8035992455696992,0.8837315127440046
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,-10.158818769043059,-0.2007027638459009,-0.5581851696133323,-0.22537755495901515,-0.2007027638459009
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,-12.67028301578062,-1.1744372134398877,-0.473695844462247,-0.26293673725213257,-1.1744372134398877
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,-2.060094998769312,0.2659904323808043,0.18055460072211013,0.1526732422785746,0.2659904323808043
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,-47.615523268002,-2.1850212103421858,-1.4289158748413786,-1.6387580869032332,-1.6387580869032332
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,-9.27940116945244,0.6538059373659556,0.2512895747707044,0.5541544982088449,0.5541544982088449
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,-14.864475704877737,-1.4665279125131705,0.06862079365172523,-0.27421627325975584,-1.4665279125131705
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,-12.506462631573168,0.255309229226309,0.3550672890746696,0.2932157462717799,0.255309229226309
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,-3.933259316990638,0.9101914585491603,0.9300271002626612,0.7027809887354021,0.9101914585491603
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,-15.457159050088158,-0.6310536831370103,-0.09390797526329284,-0.2196338913193043,-0.6310536831370103
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,-19.773308145671844,0.7586514698785275,0.8496160884993994,0.7525032188198761,0.7586514698785275
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,-9.037702086176628,-1.0531489432679926,-0.4972199182000117,0.0015006936443336825,-1.0531489432679926
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,-8.695950247900976,-0.7322160615302905,-3.442163795989114,-3.0719352916740044,-0.7322160615302905
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,-8.51088312228935,-0.15715155160094382,-1.8005970752802676,0.251942668089413,-0.15715155160094382
90237211-82c9-4695-9a59-8d975f6bef3a_lvl10,-16.603715977205265,0.9101914585491603,0.9300271002626612,0.7027809887354021,0.7027809887354021
90237211-82c9-4695-9a59-8d975f6bef3a_lvl184,-20.027472346118756,0.8636047497087781,0.34224265305992235,0.2663667532243174,0.2663667532243174
90237211-82c9-4695-9a59-8d975f6bef3a_lvl84,-20.838112995012875,-0.011632939707219424,0.4793797551614094,0.19907288727648523,0.19907288727648523
90237211-82c9-4695-9a59-8d975f6bef3a_lvl149,-18.63589708144879,0.7484900454049256,-1.0744048470884133,0.3563621331290541,0.3563621331290541
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl170,-8.918359050306556,0.8088116331373953,0.4058415091759749,0.6497717863227779,0.8088116331373953
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl168,-3.4267102164545076,-0.7966777804550141,0.3080648524905277,-0.7126721426097037,-0.7966777804550141
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl40,-5.55483628757709,0.7059484813274483,0.3225412163691367,0.2912742381251792,0.7059484813274483
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl53,-8.16549901228301,0.2659904323808043,0.18055460072211013,0.1526732422785746,0.2659904323808043
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl192,-13.975187653055979,-0.528069297898189,-0.4129334330540421,-0.3762661049460831,-0.528069297898189
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl109,-8.025672264967337,0.07509867460175496,0.45295739965309917,0.2668387812175987,0.07509867460175496
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl29,-12.703288745351317,-0.46152747400811456,-0.5275195426317381,-0.6727547377403608,-0.46152747400811456
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl3,-8.101632875368383,0.6481252169782026,-0.12537300117552985,0.5479639755744713,0.6481252169782026
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl87,-12.82999929360764,-0.9425221777349493,-1.2121889016779095,-2.549846189845038,-1.2121889016779095
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl36,-3.9665232395932253,0.8083533857613872,0.518002659377951,0.7550982273999222,0.518002659377951
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl34,-12.292560817585802,0.7962265946188609,0.7342276729197443,-0.048361581222793486,0.7342276729197443
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl55,-21.935812140209293,0.6990050167482239,0.36429876575040565,0.2613943150248577,0.36429876575040565
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl184,-15.722403285059357,0.8550312750951068,0.29803142924974474,0.20838600473816493,0.20838600473816493
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl166,-13.193198919067784,0.2566112647681721,-0.09730235385375842,0.16302751191710832,0.16302751191710832
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl25,-69.36809994200834,-0.029727776672921685,0.4696042058416176,-1.5390854834385765,-0.029727776672921685
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl46,-17.074631219214684,-0.16892120329739183,0.05301869958451428,-0.8456257654015289,-0.16892120329739183
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl84,-10.274110499614904,-0.011632939707219424,0.4793797551614094,0.19907288727648523,-0.011632939707219424
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl142,-7.1886482479480405,0.26629851664553283,-0.4110631868527921,-0.4516080596960357,0.26629851664553283
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl178,-16.561131488538116,-0.2871675364083458,-0.4919531398417006,-1.306568086984935,-1.306568086984935
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl29,-23.28538146516948,-0.5163797944331352,-0.49099533080758073,-0.5637103162532071,-0.5637103162532071
4324f040-147a-443b-b639-125efb4faf24_lvl134,-25.930540269239476,0.7586514698785275,0.8496160884993994,0.7525032188198761,0.7586514698785275
4324f040-147a-443b-b639-125efb4faf24_lvl55,-21.84399388914021,0.6814251972578924,0.3097080217690069,0.1956747756350965,0.6814251972578924
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl19,-27.58119918280335,0.4330730416363066,-0.47661631015780104,-0.8074547720070678,0.4330730416363066
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl72,-23.29143624016374,0.45496792231768163,-1.067944760721768,-0.6767006725603092,0.45496792231768163
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl91,-28.472802562430623,0.8323696393070529,0.9606433434777623,-0.8227758970835248,0.8323696393070529
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl69,-15.356275370761677,0.3880459345704509,0.6108677175240356,-0.015136390311280688,0.3880459345704509
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl171,-9.876636525064797,-1.2889252206566537,-1.1906114803975887,-1.1329779062557526,-1.2889252206566537
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl136,-10.366848178967652,-0.6090987541563225,-0.66080448205748,0.29275766042246776,-0.6090987541563225
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl186,-39.05728914016667,-0.7614250731820841,-0.18355514699661923,0.09189402200198574,0.09189402200198574
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl31,-26.13850278673905,0.8837315127440046,0.7752154682649032,0.8035992455696992,0.8035992455696992
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl114,-42.043623708235984,-0.07352156356050243,-0.7130024368035552,-1.6191179668475777,-0.7130024368035552
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl27,-18.512293964753127,0.06617253800202189,0.5737029398326774,0.44510103458984046,0.5737029398326774
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl78,-20.01886738870443,0.4704665350445004,0.21213093287751117,-0.16998882956510286,0.4704665350445004
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl161,-28.21757788202485,0.49742848956957497,0.07348966378280332,0.017563982987744267,0.49742848956957497
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl122,-10.521162743088764,0.6317057603693746,-0.30272277355559357,0.18003702601201885,-0.30272277355559357
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl179,-11.48990508260157,0.14412355464528354,0.3071816502423139,-1.0224844224391152,0.3071816502423139
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl93,-19.86215100113261,0.7521922954926211,0.7207435342765092,0.4235396013597977,0.4235396013597977
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl189,-31.626716562763445,-0.508737013144288,-0.011919669533877868,-1.5579709192543512,-1.5579709192543512
682c494e-d831-4220-a5a4-fc4ba17165db_lvl97,-19.299301778578794,0.3777638986521635,0.3011649858378758,0.6708158805208445,0.3777638986521635
