ID,fG-T,fG-R,fG-K,fG-C,fG-A
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,-39.102092591592765,-0.36757172088494533,-1.6031330917391005,-1.5493344182564395,-0.36757172088494533
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,-38.33196060284601,0.14030241776324873,-0.13000448120523678,-0.4390833665201068,0.14030241776324873
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,-26.12538582886046,-0.20571388637491306,-0.1113217587022568,-3.929024678073827,-0.20571388637491306
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,-31.604328901017094,-0.773399624429037,-1.4811482199019539,-2.1317223142816624,-0.773399624429037
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,-20.1124592089807,-2.176085712168359,-3.0935306249139116,-2.254045784751282,-2.176085712168359
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,-7.380534900853528,-2.3107848463317646,-2.4011441258529054,-3.120590567849096,-2.3107848463317646
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,-57.20943725446477,-1.0204642057624056,-1.358634164322948,-2.4626637564459113,-2.4626637564459113
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,-21.997034769771346,0.4235381796624622,-0.047393968019288385,-0.41475344643431494,-0.41475344643431494
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,-14.897019226354535,-0.011156591443205717,-0.415387319974533,-0.12176564581744795,-0.011156591443205717
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,-21.538363982421775,-1.9037472773553858,-3.0651594523064984,-2.85059679542271,-1.9037472773553858
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,-26.186788703534308,-4.26124293814968,-3.2319218510056595,-2.7634419864039668,-4.26124293814968
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,-6.664925351584508,-1.1559192066219646,-1.909660089141787,-1.7630539150104176,-1.1559192066219646
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,-90.2871894834005,-6.333279013985645,-4.986666619406568,-5.476695122360781,-5.476695122360781
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,-19.98413824175986,-0.5256970496885114,-1.4459133683874876,-0.7113028968664037,-0.7113028968664037
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,-30.209475300212357,-5.3680312380112705,-2.456283282664614,-3.070491466615025,-5.3680312380112705
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,-25.91104054366456,-1.2447966727155224,-1.4940094297942006,-1.3431964690705545,-1.2447966727155224
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,-10.172069140640243,0.2920059101298383,0.19144049425362833,-0.84976052077646,0.2920059101298383
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,-31.330188417225113,-3.69690972564549,-2.777908113712181,-2.919810393412459,-3.69690972564549
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,-39.2431284257952,0.21622182391860711,-0.07366358559594882,-0.34887891153479444,0.21622182391860711
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,-19.485346240882897,-4.486231920140537,-3.5192106262834026,-2.301693401041023,-4.486231920140537
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,-18.73962760868013,-3.8097362882087,-8.821971494460767,-8.143219236549731,-3.8097362882087
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,-18.59100415105082,-2.501391263854291,-6.132689378085844,-1.8603555553591882,-2.501391263854291
90237211-82c9-4695-9a59-8d975f6bef3a_lvl10,-33.43220945027314,0.2920059101298383,0.19144049425362833,-0.84976052077646,-0.84976052077646
