ID,fG-T,fG-R,fG-K,fG-C,fG-A
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,-16.113786324324863,0.9135322066432786,0.68233244233936,0.7416478853043649,0.9135322066432786
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,-15.780392073108416,0.7686238729088902,0.8749901846164772,0.8213273653020892,0.7686238729088902
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,-10.250544375224974,0.8987975986890905,0.9397508871168113,-0.21839137910873313,0.8987975986890905
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,-12.653280005597635,0.5523157384599398,0.4882791849766879,0.28213570868175053,0.5523157384599398
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,-7.375084381762189,0.28031775838502304,0.1312564249077997,0.2890000502998346,0.28031775838502304
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,-1.5110032786226704,0.2534955822658322,0.2940169151435067,0.04358528125331902,0.2534955822658322
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,-24.55371463026579,0.5393711922484039,0.6224318285034278,0.1253167586268923,0.1253167586268923
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,-8.21914425271498,0.8475799948584829,0.8893278438542281,0.8643283101419889,0.8643283101419889
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,-5.017152935220138,0.9223344315652249,0.8824281713983004,0.8530590238870612,0.9223344315652249
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,-8.076956263521463,0.06797880113269346,-0.18004302568459393,0.14577503230100322,0.06797880113269346
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,-10.174928119579937,-0.6679333625607209,-0.03212897364379029,0.14307574694131514,-0.6679333625607209
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,-1.2698051098066914,0.45278641353570426,0.4414458915768215,0.4159005494001038,0.45278641353570426
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,-39.73767719746689,-1.506224653754301,-0.8488294219408178,-1.0147033898313844,-1.0147033898313844
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,-7.32516746077755,0.7243142623753707,0.4946816913594078,0.672797086099823,0.672797086099823
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,-12.031552702662115,-0.8246330160345174,0.4500418863152801,0.20036361263020158,-0.8246330160345174
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,-10.05238664580752,0.42810525505105795,0.596946276957109,0.4921054917262129,0.42810525505105795
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,-2.8079497184651414,0.9063640817080318,0.9252320090291583,0.8588478866149442,0.9063640817080318
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,-12.530978802537875,-0.14586152251123224,0.33574900245026795,0.20019227596454658,-0.14586152251123224
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,-16.18231796286493,0.764637496680558,0.8777834040597206,0.8180987986170121,0.764637496680558
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,-7.108906242230854,-0.48157288898300504,-8.22545291973626e-06,0.3510177024051571,-0.48157288898300504
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,-6.8417328889879,-0.2090995798409672,-2.4784939080716923,-2.157899261854814,-0.2090995798409672
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,-6.671919796417009,0.16141915207041993,-1.0238572441539,0.5508775810633334,0.16141915207041993
90237211-82c9-4695-9a59-8d975f6bef3a_lvl10,-13.505881172625509,0.9063640817080318,0.9252320090291583,0.8588478866149442,0.8588478866149442
90237211-82c9-4695-9a59-8d975f6bef3a_lvl184,-16.39394180202722,0.8544800918737003,0.6350531438638785,0.5379072255783034,0.5379072255783034
