ID,fG-T,fG-R,fG-K,fG-C,fG-A
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,-9.217294444144494,0.8439951237678082,0.8727708090642724,0.9192281193838135,0.8439951237678082
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,-9.02602254452611,0.6594328905344156,0.7538259282439719,0.789641602431034,0.6594328905344156
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,-5.4944359327868355,0.7705860752456851,0.8059044887444748,0.6220572173302159,0.7705860752456851
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,-6.967965336971796,0.688323251859109,0.7603926651506078,0.6257775153129501,0.688323251859109
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,-3.6073663057572176,0.718190585888296,0.7484772446213562,0.7623238418754256,0.718190585888296
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,-0.008038607208577712,0.6884585415572895,0.6881276938522067,0.6463449286339995,0.6884585415572895
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,-14.756997843006099,0.7266268562772683,0.8487494939229375,0.6698959753738047,0.6698959753738047
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,-4.108791226334146,0.6782156601904356,0.7860949128800169,0.8471823275494156,0.8471823275494156
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,-2.1197019697831334,0.807954171381912,0.8253579893672921,0.793435334367647,0.807954171381912
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,-4.131173161919794,0.48196822996130456,0.461499257947129,0.6646936440890856,0.48196822996130456
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,-5.437000379435773,0.11311461685254084,0.6294601567014715,0.6689419859945878,0.11311461685254084
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,0.07878864875672424,0.6694842920707931,0.7827292476564413,0.7263272161899217,0.6694842920707931
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,-24.57282351168681,-0.34898549104684623,0.08668943150436305,0.024654853781860185,0.024654853781860185
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,-3.682389355114404,0.7163471558688642,0.7103108525808683,0.7429044729181601,0.7429044729181601
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,-6.5781759233970405,0.2359428119659742,0.8884443956177854,0.822145170186132,0.2359428119659742
