ID,fval,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,0.6000927491821838,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,0.6515915279692399,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,0.5961778816162061,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,0.6046336481146543,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,0.5907640377213046,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,0.637448923247019,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,0.5976723711300796,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,0.5635037299498744,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,0.5977601848266757,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,0.7433307265706565,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,0.5658103393510949,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,0.5986064893005475,
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,0.6802144514095146,
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,0.5541042992639235,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,0.54631188554352,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,0.5611716616059562,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,0.5118088789651241,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,0.5825695973017566,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,0.6610559717047065,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,0.6735942898226313,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,0.5492791815783822,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,0.6593719904403801,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl10,0.5118088789651241,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl184,0.7680797005892459,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl84,0.5029522714003235,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl149,0.6795123795977143,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl170,0.6895664319743887,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl168,0.6976533950808955,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl40,0.5489235378935504,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl53,0.5986064893005475,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl192,0.7604963113691959,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl109,0.6632115640561351,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl29,0.5602402132012793,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl3,0.550754077589866,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl87,0.653873499016044,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl36,0.5681696032443485,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl34,0.5956494983615717,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl55,0.6353891697093057,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl184,0.7641723492137179,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl166,0.6474446212737722,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl25,0.6328016528429999,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl46,0.5759841544613183,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl84,0.5029522714003235,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl142,0.66327236155951,
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl178,0.6125045097522221,
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl29,0.5413530644300856,
4324f040-147a-443b-b639-125efb4faf24_lvl134,0.6610559717047065,
4324f040-147a-443b-b639-125efb4faf24_lvl55,0.6439056948354754,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl19,0.5740100168502208,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl72,0.6922713200642275,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl91,0.5506025281218965,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl69,0.6782618841411087,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl171,0.717630657504439,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl136,0.6935469713382226,
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl186,0.7117931074302735,
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl31,0.5977601848266757,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl114,0.5964676630282055,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl27,0.5718650325424558,
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl78,0.5128985272447842,
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl161,0.6351875031455683,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl122,0.6459452357783126,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl179,0.6510675211844638,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl93,0.5842181645622558,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl189,0.7468307312422214,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl97,0.5889522562920613,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl116,0.6926169837591996,
