ID,fval,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,0.6460505244445984,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,0.7060584034311274,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl91,0.6485093330748556,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl33,0.6573050882544481,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl42,0.6407676227345532,
0cbaa3ae-5376-4d7f-8053-7daba92be456_lvl43,0.6876648922228151,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,0.6490066436549253,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,0.6149103237130226,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl31,0.6430624296793996,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl145,0.7977732536275522,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl70,0.6108533881449804,
a11999eb-48ab-4655-b2e7-a102e7210111_lvl53,0.6506442448638071,
33253213-2bfe-40e3-8131-2e175da84c1c_lvl172,0.7371055637876086,
33253213-2bfe-40e3-8131-2e175da84c1c_lvl12,0.605699274267106,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl104,0.5926353064559412,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl7,0.6096948365404101,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl10,0.5516583914212538,
2f12fa57-37c6-4486-be84-ac4e5dc569c2_lvl75,0.6224523158501953,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,0.7141139573594235,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,0.7225367034193595,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,0.5944118103289199,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,0.7114916447552472,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl10,0.5516583914212538,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl184,0.8201824075778146,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl84,0.5513798099642903,
90237211-82c9-4695-9a59-8d975f6bef3a_lvl149,0.73104384680112,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl170,0.7369576430835623,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl168,0.7436968066015918,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl40,0.5990649226315424,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl53,0.6506442448638071,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl192,0.8100592692830838,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl109,0.7094670204163206,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl29,0.6077036108070006,
2482c1ca-0da2-4288-a8a6-c5e41050e310_lvl3,0.5957154543282012,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl87,0.7104505853988768,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl36,0.6201162181409335,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl34,0.6497428668855783,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl55,0.6941117776158143,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl184,0.8167413711380878,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl166,0.6912965001900508,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl25,0.6855233439047078,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl46,0.6253369248464398,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl84,0.5513798099642903,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0_lvl142,0.7138109824848542,
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl178,0.6555946450459822,
0c490eda-0204-4232-aca2-4918ee2e8bf8_lvl29,0.5871026641385766,
4324f040-147a-443b-b639-125efb4faf24_lvl134,0.7141139573594235,
4324f040-147a-443b-b639-125efb4faf24_lvl55,0.7040014683244323,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl19,0.618870564035555,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl72,0.7434752408672889,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl91,0.6045669712062653,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl69,0.7352648343569911,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl171,0.7658417718072902,
4013d0a0-8554-4fdb-9e59-aa8409877849_lvl136,0.7474390503632478,
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl186,0.758576472514664,
2831d68c-40b8-4ba0-8974-1afacaed6762_lvl31,0.6430624296793996,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl114,0.6444327856121986,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl27,0.6200813485447979,
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl78,0.5562947116802714,
41fdb80c-6516-4d73-8b79-6f863a3287d0_lvl161,0.6818745574224658,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl122,0.6952060462548817,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl179,0.6984742058800006,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl93,0.6330145647997156,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl189,0.806618175292228,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl97,0.6484843396387853,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl116,0.7501670113100547,
10076030-cd09-4885-95f3-6ac9425016ec_lvl11,0.5331505054932119,
10076030-cd09-4885-95f3-6ac9425016ec_lvl123,0.6487433050095581,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl199,0.728686687924382,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl90,0.6368776318125092,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl177,0.8199079418227951,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl61,0.6773008793592333,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl24,0.5925060797358952,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl53,0.6506442448638071,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl187,0.7646078285387301,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl60,0.6141674965439244,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl175,0.7298560785753899,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl107,0.7092390442693403,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl137,0.6888852323737634,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl112,0.7361435107159757,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8_lvl145,0.7977732536275522,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8_lvl58,0.6184103490982716,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl13,0.6670435271114037,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl158,0.7434459435373277,
8ca1d2dc-4daa-44d9-a842-659c691eac35_lvl62,0.6422133053107745,
8ca1d2dc-4daa-44d9-a842-659c691eac35_lvl118,0.7748583560772938,
735b485e-f9ca-4749-aa61-aa2a98a00d18_lvl19,0.618870564035555,
735b485e-f9ca-4749-aa61-aa2a98a00d18_lvl49,0.5988465065893916,
2a8b8b1b-a314-4c4d-9721-8b94797932fb_lvl104,0.6354861554786398,
2a8b8b1b-a314-4c4d-9721-8b94797932fb_lvl195,0.7902239953387261,
2a8b8b1b-a314-4c4d-9721-8b94797932fb_lvl120,0.6959616177242016,
2a8b8b1b-a314-4c4d-9721-8b94797932fb_lvl65,0.6876270737442867,
3b6c9df2-5083-4d49-9861-cbe74afe4619_lvl186,0.7557371248353143,
3b6c9df2-5083-4d49-9861-cbe74afe4619_lvl33,0.6573050882544481,
3b6c9df2-5083-4d49-9861-cbe74afe4619_lvl42,0.6407676227345532,
3b6c9df2-5083-4d49-9861-cbe74afe4619_lvl11,0.5980902177506345,
2f8867e8-63a9-49b2-b90f-3796db45201d_lvl32,0.677519654156444,
2f8867e8-63a9-49b2-b90f-3796db45201d_lvl87,0.7104505853988768,
a89045cd-3900-400f-85c2-74b49190c972_lvl54,0.6834779205062694,
