ID,fL,fG-T,fG-R,fG-K,fG-C,fG-A,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb_lvl108,0.6849267239734601,-41.24317053273261,0.47348076661279825,-1.1090226710490547,-0.6960675695861134,0.47348076661279825,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb_lvl112,0.7454614307397266,-14.197877066786331,0.7640044528977482,0.8320650852823318,0.4478324881422743,0.7640044528977482,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb_lvl143,0.6872987723121188,-22.002300027791375,0.6806887764786042,0.4946488198694212,0.8779618322910988,0.6806887764786042,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb_lvl190,0.6654565054673701,-7.158579333050846,0.817811217008532,-0.053867107061943684,0.6132606620658293,0.817811217008532,
521d38d2-89b4-4fee-b5dd-d18f42a216e6_lvl105,0.6593054127795086,-23.87058379976172,0.3385062131600318,0.33998952656198106,0.2657941924192911,0.3385062131600318,
521d38d2-89b4-4fee-b5dd-d18f42a216e6_lvl179,0.6240777914088189,-10.895542929446307,0.6095678245516152,0.7555305330292804,-0.040407590093777326,0.6095678245516152,
56b8e4ac-4757-4679-ac36-030931987b90_lvl114,0.714434280652942,-3.2784011795261767,0.4680962117991887,0.12119134588030987,-0.294130231304785,0.4680962117991887,
56b8e4ac-4757-4679-ac36-030931987b90_lvl129,0.712603002742849,-5.563426256436511,0.6850421751460254,0.3457117407482521,0.04750175168298642,0.6850421751460254,
56b8e4ac-4757-4679-ac36-030931987b90_lvl145,0.6816876427227992,-5.25627041609803,0.23766535573959865,0.0722519251373237,0.3872594438587546,0.23766535573959865,
56b8e4ac-4757-4679-ac36-030931987b90_lvl60,0.7931764997731873,-4.819032351221807,0.92868192976064,0.8177374712520056,0.7739234607179099,0.92868192976064,
56f050c3-595e-40c7-a656-21076e66917f_lvl145,0.350830360623501,-27.356176347411008,0.11482568969660298,-0.43498627334497836,0.013228724984663903,0.013228724984663903,
56f050c3-595e-40c7-a656-21076e66917f_lvl176,0.6253553244916872,-13.025624334664018,0.8839473742979067,0.7393327925882283,0.6163008287688632,0.6163008287688632,
56f050c3-595e-40c7-a656-21076e66917f_lvl28,0.8630906304942804,-7.173080013948175,0.7669183140598744,0.7861335366549141,0.6646009835703439,0.6646009835703439,
56f050c3-595e-40c7-a656-21076e66917f_lvl40,0.816170763665149,-16.208010403875445,0.7986420604751436,0.7484870523833291,0.7456552119333306,0.7456552119333306,
5dd03508-7b35-4f59-b365-2089bd8a3ae7_lvl118,0.6724867129110011,-16.93731024640632,0.5263249103079226,0.6536947798461035,0.03178565587445366,0.5263249103079226,
5dd03508-7b35-4f59-b365-2089bd8a3ae7_lvl186,0.5978734040310237,-7.866433728829443,0.21511898119156125,0.5470744874523091,0.7083779505230288,0.21511898119156125,
5dd03508-7b35-4f59-b365-2089bd8a3ae7_lvl76,0.7626625917307774,-13.17062070996808,0.36663241835462,0.03223579533638168,-0.150773454090036,0.36663241835462,
5dd03508-7b35-4f59-b365-2089bd8a3ae7_lvl92,0.7559806216411438,-11.733867132947724,0.8352026130411211,0.48889867788019586,0.6925594434203421,0.8352026130411211,
60eb6bbd-e693-4b39-a26b-deefbdb778b7_lvl115,0.7770625870878812,-4.103061524707107,0.37657275544633784,0.12569180176155678,0.16808474051469052,0.37657275544633784,
60eb6bbd-e693-4b39-a26b-deefbdb778b7_lvl139,0.426783577118168,-3.474260499869888,0.8539229417885564,0.7643052266100452,0.8622767144655055,0.8539229417885564,
60eb6bbd-e693-4b39-a26b-deefbdb778b7_lvl19,0.8771399530980478,-18.703228970848137,0.7922243235850343,0.2458847214083254,0.20264113075027454,0.7922243235850343,
60eb6bbd-e693-4b39-a26b-deefbdb778b7_lvl96,0.76824477724909,-4.188736603375055,0.6353919829056318,0.7343522219977547,0.7692238976691406,0.6353919829056318,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl116,0.6614818043508391,-30.016741527181967,0.5911598146514476,0.1723027463651535,-0.14110802764976743,0.5911598146514476,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl192,0.2237239979716812,-36.67028710261105,0.32042373380333977,-0.08535079256358279,0.38323941915041865,0.32042373380333977,
682c494e-d831-4220-a5a4-fc4ba17165db_lvl97,0.6762030879366988,-13.313032944502757,0.4359138539678595,0.4358597482228031,0.6806633519395434,0.4359138539678595,
6d710075-57ba-4545-bc65-e2a274f9f92b_lvl136,0.2997250651975608,-21.40228076881391,0.45613326410689753,0.025027190115848048,0.7650518925511598,0.45613326410689753,
6d710075-57ba-4545-bc65-e2a274f9f92b_lvl168,0.5184980249324939,-5.479149731697971,-0.36212938251004884,0.5038032747043446,0.04736964736584545,-0.36212938251004884,
6d710075-57ba-4545-bc65-e2a274f9f92b_lvl171,-0.2639681440827697,-3.7660027955651554,-0.4557437606850301,-1.0131663514910534,-1.9406633978963606,-0.4557437606850301,
6d710075-57ba-4545-bc65-e2a274f9f92b_lvl178,0.6100635292448554,-7.7759801701190945,0.23267065741127366,0.2100335941405793,-0.41651487970834916,0.23267065741127366,
6d710075-57ba-4545-bc65-e2a274f9f92b_lvl88,0.1825757600054946,-8.14486899858034,0.7748350133431625,0.7380628759265067,0.8110167033232785,0.7748350133431625,
70d6994c-b6d4-4e92-9d50-e1c25931d401_lvl111,0.6723842450074015,-22.625182868849656,0.5310862304927041,-0.0044443794236936575,0.8070089879740031,0.8070089879740031,
70d6994c-b6d4-4e92-9d50-e1c25931d401_lvl163,0.2532837372520107,-16.409622663545573,0.25265285469919946,-0.313142002111059,-0.20709359000112854,-0.20709359000112854,
70d6994c-b6d4-4e92-9d50-e1c25931d401_lvl9,0.892986158610861,-31.466383707659823,0.7820471978842347,0.8547090902987737,0.8159179384131753,0.8159179384131753,
70d6994c-b6d4-4e92-9d50-e1c25931d401_lvl97,0.0854512978994457,-9.706093009324947,0.4084172942312623,0.750572774999112,0.6610465637412735,0.6610465637412735,
735b485e-f9ca-4749-aa61-aa2a98a00d18_lvl19,0.8771399530980478,-14.846561392146551,0.7922243235850343,0.2458847214083254,0.20264113075027454,0.7922243235850343,
735b485e-f9ca-4749-aa61-aa2a98a00d18_lvl49,0.8635042724124612,-10.378744862096015,-0.4767646705815721,0.21435306158260714,0.28266190512300376,-0.4767646705815721,
735b485e-f9ca-4749-aa61-aa2a98a00d18_lvl85,0.8145261303831788,-13.14520077441238,0.663425732703502,0.7539278433444472,0.2924888860881293,0.663425732703502,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl189,0.6212131216034514,-22.235465161899548,0.24030390536291432,0.6495735451017978,-0.42127765289801394,-0.42127765289801394,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl46,0.858543174774505,-19.34112668769899,0.2543359555129634,0.47621825050177846,-0.03307549028532319,-0.03307549028532319,
73793320-1d3e-42d8-afa1-e7260980cd3c_lvl93,0.694944586095579,-13.694040783657064,0.8118013147343456,0.8413309175120476,0.7955419940460687,0.7955419940460687,
76027eb9-e5df-464c-84e0-88c816678977_lvl11,0.8372409939788593,-3.743729703104019,0.7882743757371546,0.836706699129597,0.5962839681767133,0.7882743757371546,
76027eb9-e5df-464c-84e0-88c816678977_lvl13,0.8932647699278317,-8.920361448272224,0.7567048210624248,0.724291896730919,0.5704099547697449,0.7567048210624248,
76027eb9-e5df-464c-84e0-88c816678977_lvl132,0.7092523864404693,-6.066705080326726,0.48448253041159933,0.5837661452637735,0.27950333393956245,0.48448253041159933,
76027eb9-e5df-464c-84e0-88c816678977_lvl66,0.8259096331519052,-10.019389876519122,0.9343539542674276,-0.37099477027874067,0.23658185860575437,0.9343539542674276,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl104,0.6972366209963908,-2.618201818364207,-0.28702041751010726,0.6914800661052357,0.5329472073409002,-0.28702041751010726,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl13,0.8932647699278317,-5.712517227458862,0.7567048210624248,0.724291896730919,0.5704099547697449,0.7567048210624248,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl158,0.6463941835352682,-7.321795421200942,0.529358233823112,0.44453468534186497,-0.2231751902785967,0.529358233823112,
765cec57-b27c-4efa-a54c-3b025ba97aef_lvl173,0.2865243662655706,-5.85032866803606,0.7844556909442689,0.8297714288335678,0.8486402088852064,0.7844556909442689,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl1,0.9104926453012966,-6.644528193622824,0.7992093364797402,0.8766758219523513,0.8910190696685707,0.8910190696685707,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl102,0.766482893335614,-13.945596520616965,0.26386072671581956,0.12967842892421313,0.6753699596796264,0.6753699596796264,
7699c3d2-fb67-40f4-a8c2-d04c9c59d7f1_lvl2,0.9377569935495824,-20.821632044643057,0.6302075467788395,0.7734195911420672,0.36870522187237387,0.36870522187237387,
769a7824-b9fe-4936-b87b-cab185803a17_lvl141,0.7381225382104205,-13.940345529434042,-0.17071493566389562,0.6015293902086407,0.7688342418246991,-0.17071493566389562,
769a7824-b9fe-4936-b87b-cab185803a17_lvl21,0.8849410832671889,-12.41463703826855,0.24961151626544922,0.02494718475204111,-0.4340223069257762,0.24961151626544922,
769a7824-b9fe-4936-b87b-cab185803a17_lvl57,0.8506131638766109,-11.546839573783975,0.4604040487155082,0.4922569495777193,0.5822076487501371,0.4604040487155082,
769a7824-b9fe-4936-b87b-cab185803a17_lvl99,0.7455865920688475,-11.705554266246908,0.4663187052617214,0.7802557383293993,-0.07955166817351453,0.4663187052617214,
7fc6f124-dc9e-4a87-ab19-e851f9d9de67_lvl105,0.620980101377723,-7.003300410731102,0.4790612503020979,0.8008842458404928,0.4520774765094203,0.4790612503020979,
7fc6f124-dc9e-4a87-ab19-e851f9d9de67_lvl134,0.7467606060662391,-30.25469607865202,0.7413401949269764,0.8520412057990633,0.83577504196027,0.7413401949269764,
7fc6f124-dc9e-4a87-ab19-e851f9d9de67_lvl31,0.8238163126449447,-3.111314923905434,0.9118953808327248,0.8968600222626306,0.8711160015242434,0.9118953808327248,
7fc6f124-dc9e-4a87-ab19-e851f9d9de67_lvl39,0.841924829848599,-20.04537471572161,0.6445945984616124,-0.3822098628035921,0.4980413015091812,0.6445945984616124,
85be412a-dc18-4714-a556-d199f984209c_lvl1,0.9104926453012966,-11.894186084513931,0.7992093364797402,0.8766758219523513,0.8910190696685707,0.8910190696685707,
85be412a-dc18-4714-a556-d199f984209c_lvl108,0.7101868364308721,-37.73493856192371,0.2870316948568357,0.3982293696748601,0.1538004642805701,0.1538004642805701,
85be412a-dc18-4714-a556-d199f984209c_lvl124,0.4808006047290508,-13.07134398009846,0.40222602579323136,0.8483073771087127,0.7289141724312246,0.7289141724312246,
