ID,fL,fG,
a26fa938-16d9-4751-9d7b-542fb44a0ee8_lvl28,0.8630906304942804,-7.517283941475179,
a26fa938-16d9-4751-9d7b-542fb44a0ee8_lvl52,0.8231004117207945,-14.854019082951321,
a26fa938-16d9-4751-9d7b-542fb44a0ee8_lvl63,0.27971738003857827,-82.78589668183204,
a26fa938-16d9-4751-9d7b-542fb44a0ee8_lvl69,0.8132957536573073,-23.34390771574531,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl154,0.7767357667483288,-29.165581903034052,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl19,0.8771399530980478,-19.268752416595476,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl196,0.6193207300934779,-12.12468998198841,
a3bbdd04-4020-4bc8-95d2-692568fe9115_lvl72,0.8200953036178493,-16.122926258659763,
a42ef195-3c84-4af5-bd52-9438c0d2b186_lvl60,0.8091925386604885,-12.840973096105218,
a680318c-8079-4ec8-9ea6-80ae2addc343_lvl1,0.9104926453012966,-10.068973896093409,
a680318c-8079-4ec8-9ea6-80ae2addc343_lvl117,0.3941435746933379,-9.116040768133836,
a680318c-8079-4ec8-9ea6-80ae2addc343_lvl26,0.6531429721166057,-44.927776999479704,
a89045cd-3900-400f-85c2-74b49190c972_lvl159,0.6792383290367291,-11.07251650577665,
a89045cd-3900-400f-85c2-74b49190c972_lvl187,0.6610719043459212,-19.206846780695738,
a89045cd-3900-400f-85c2-74b49190c972_lvl44,0.8381600664154232,-11.016832668470782,
a89045cd-3900-400f-85c2-74b49190c972_lvl54,0.8086182845571392,-13.010244930908827,
a8a21297-e295-439a-b37c-a57c1a348578_lvl173,0.6602029896264577,-13.381223998865108,
ab233937-5e24-4c8a-a294-cfe793cbed00_lvl146,0.6937920585217002,-13.210492696613635,
ab233937-5e24-4c8a-a294-cfe793cbed00_lvl168,0.6425535818413626,-19.786052348753113,
ab233937-5e24-4c8a-a294-cfe793cbed00_lvl183,0.6030437642164428,-11.586358577317727,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl112,0.7685421035438211,-18.785965840753473,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl137,0.7244466659938305,-10.28188913557746,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl162,-0.009577524303831008,-10.738043153065117,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe_lvl6,0.896951303209758,-6.127014942513484,
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5_lvl103,0.6992808647204067,-13.508348298088348,
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5_lvl129,0.712603002742849,-16.264671102978184,
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5_lvl177,0.6304419602536983,-17.389856447769148,
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5_lvl193,0.5745650526177836,-24.983335627304665,
b27967e0-d66f-4297-8e27-c280edf5cbcb_lvl130,0.6515375319652292,-6.813365673855401,
b27967e0-d66f-4297-8e27-c280edf5cbcb_lvl165,0.7523166606603044,-5.844464640304772,
b27967e0-d66f-4297-8e27-c280edf5cbcb_lvl42,0.8331859623146799,-6.072440142506238,
b27967e0-d66f-4297-8e27-c280edf5cbcb_lvl58,0.8195824491899092,-1.6426130877588285,
b3e007dd-ff6c-40af-9683-a347df06b134_lvl100,0.5183918622253266,-27.38254581112419,
b3e007dd-ff6c-40af-9683-a347df06b134_lvl157,-0.11546676603634953,-1.7195999975898006,
b3e007dd-ff6c-40af-9683-a347df06b134_lvl89,0.6057070107148669,-53.83548587814113,
b8dd5302-f860-4101-a235-0c848df6e26e_lvl16,0.7847271923356737,-8.315950409995311,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl134,0.7467606060662391,-13.555373018513722,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl162,0.6972552835389726,-5.7083779752484896,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl30,0.864460908540475,-5.327611875509461,
b9b7c160-14ab-4076-bb32-6b5ce9bc1bb4_lvl81,0.6587777473213626,-5.482284899889954,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8_lvl145,0.6816876427227992,-15.535516643002772,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8_lvl199,0.7153712477934177,-26.242390953079184,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8_lvl58,0.7984348363823323,-24.042601065787192,
c25c6ad3-626d-4563-9a22-81b0f8b9e8d5_lvl142,0.6935662523431071,-8.02257718596378,
c25c6ad3-626d-4563-9a22-81b0f8b9e8d5_lvl168,0.6425535818413626,-9.803742852420617,
c25c6ad3-626d-4563-9a22-81b0f8b9e8d5_lvl27,0.8529706585589433,-7.831643122851926,
c25c6ad3-626d-4563-9a22-81b0f8b9e8d5_lvl62,0.8263419838144045,-10.018696795080945,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl114,0.6861882904134063,-29.91548278286512,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl122,0.6939756803128374,-6.790382259794675,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl179,0.6240777914088189,-7.48624785422528,
