ID,fL,fG,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89_lvl27,0.8529706585589433,-12.660678970069576,
c4699748-0982-4c0d-97ec-287b108f8897_lvl116,0.6614818043508391,-37.92727728609725,
c4699748-0982-4c0d-97ec-287b108f8897_lvl148,0.46006912741317746,-29.49154288725945,
c4699748-0982-4c0d-97ec-287b108f8897_lvl179,0.6106868715436865,-42.054642263768685,
c4699748-0982-4c0d-97ec-287b108f8897_lvl194,0.6112026980085751,-20.72345776859227,
c748f87a-7274-4058-bfaa-e667a5a2fe46_lvl53,0.8239393304021476,-21.07027925305418,
c90996eb-23a6-4e52-a513-6064c2a1cc08_lvl34,0.8554821577847052,-10.769249302667054,
c90996eb-23a6-4e52-a513-6064c2a1cc08_lvl50,0.8173429830610328,-12.48873017349855,
c90996eb-23a6-4e52-a513-6064c2a1cc08_lvl58,0.8195824491899092,-10.39716607556875,
cb577ff9-dd86-4191-9dff-51b04f83410a_lvl100,0.7410707858919788,-4.825009406372523,
cb577ff9-dd86-4191-9dff-51b04f83410a_lvl146,0.6937920585217002,-7.209259082931013,
cb577ff9-dd86-4191-9dff-51b04f83410a_lvl61,0.7855235088205721,-7.915357517834099,
cb577ff9-dd86-4191-9dff-51b04f83410a_lvl98,0.8210487584575592,-3.2850884253254615,
ce5962ee-255c-43eb-a572-52a202225300_lvl24,0.8185839385587063,-11.057944234422576,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl152,0.5028986729533146,-36.98411965134205,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl155,0.6012159691296012,-13.247355006358088,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl166,0.6191975993699677,-8.732097677734847,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c_lvl184,0.6058430396220572,-10.58322272650385,
cf9eaa65-e5fe-45ce-ab87-c2a4fccfff0b_lvl144,0.5991461659902574,-27.425366338337522,
cf9eaa65-e5fe-45ce-ab87-c2a4fccfff0b_lvl194,0.57464670316777,-26.05584665101929,
cfa734c5-6381-48bc-9a44-436292751245_lvl129,0.6599613637110813,-17.847667459912174,
cfa734c5-6381-48bc-9a44-436292751245_lvl138,0.6911665016088151,-20.5803064976587,
cfa734c5-6381-48bc-9a44-436292751245_lvl70,0.7992178396407236,-13.755580836126567,
d00dd8c2-ed02-4885-8bf5-2e178957cc72_lvl146,0.13798585756312506,-1.7838901909068228,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl199,0.6540500782973055,-11.63739386888511,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl60,0.7930364445465935,-13.07675156801614,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl73,0.20536514600003264,-15.79045963717634,
d19a149b-1d08-4720-bc60-716abcb6be88_lvl90,0.7119387650560068,-4.041518594453286,
d2e85f74-0303-4961-aee4-8ab04b416f98_lvl169,0.6537270975995478,-7.2171828676206635,
d2e85f74-0303-4961-aee4-8ab04b416f98_lvl18,0.8482630953369302,-6.991061585224622,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl177,0.6451202160181716,-7.394025480158005,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl187,0.636803557766707,-12.185667535148697,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl60,0.7931764997731873,-3.8423247733233548,
daeba09e-2e25-49f2-bc1f-182fd053f3a4_lvl61,0.7855235088205721,-6.652037555284867,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl107,0.7602845383118919,-13.03680942069597,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl175,0.690281130341881,-25.522978495790497,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl24,0.8185839385587063,-34.250462865945025,
df68c988-120e-42a0-a498-7d7a567e9bc3_lvl53,0.8239393304021476,-10.327116886275563,
e2215704-e65c-4f6f-893c-abdf71a1fd5f_lvl129,0.712603002742849,-6.4299129653026945,
e2215704-e65c-4f6f-893c-abdf71a1fd5f_lvl132,0.7092523864404693,-6.209364441449142,
e2215704-e65c-4f6f-893c-abdf71a1fd5f_lvl161,0.6700635186436733,-13.311595445366256,
e357e3de-be46-4360-b98a-d4c599431be7_lvl167,0.6472069282657235,-9.531722695640113,
e357e3de-be46-4360-b98a-d4c599431be7_lvl27,0.8529706585589433,-11.171558869390505,
e357e3de-be46-4360-b98a-d4c599431be7_lvl38,0.8202171747673268,-17.44146347743739,
e357e3de-be46-4360-b98a-d4c599431be7_lvl57,0.8506131638766109,-13.973926706313806,
e357e3de-be46-4360-b98a-d4c599431be7_lvl64,0.8021674520154233,-26.72371287328699,
e357e3de-be46-4360-b98a-d4c599431be7_lvl97,0.7462320406230197,-17.909953023324807,
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1_lvl13,0.8932647699278317,-7.849477152967359,
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1_lvl137,0.22496093252788818,-10.100574620378106,
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1_lvl157,0.6365402535350266,-8.238690138907952,
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1_lvl32,0.8319958325767746,-6.915396508149088,
e8fa1eee-54e3-49af-bd53-33de244a87be_lvl114,0.5971403733447782,-15.58610936996821,
e8fa1eee-54e3-49af-bd53-33de244a87be_lvl196,0.6193207300934779,-10.328841593657705,
e8fa1eee-54e3-49af-bd53-33de244a87be_lvl33,0.8328631122268608,-19.978638956109688,
e8fa1eee-54e3-49af-bd53-33de244a87be_lvl63,0.5973842810115664,-13.89425884534326,
edceed34-0e98-45b2-9ec8-e0139398b646_lvl143,0.6872987723121188,-9.283500828668513,
edceed34-0e98-45b2-9ec8-e0139398b646_lvl185,0.6168432045394363,-10.766637980581335,
edceed34-0e98-45b2-9ec8-e0139398b646_lvl195,0.5636186635551294,-6.184150468914465,
edceed34-0e98-45b2-9ec8-e0139398b646_lvl52,0.7936825962738411,-21.785191767592313,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl134,0.7395139177167308,-13.203069955424121,
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a_lvl89,0.721238579062576,-13.486551322351392,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl34,0.8554821577847052,-8.057084282102606,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl36,0.8352634384261634,-2.0534064493224617,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl55,0.8475899743801478,-15.177195659132321,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6_lvl87,0.8077175954256695,-8.451205831185288,
f46dc364-473c-4af6-8661-01e445e6f3db_lvl120,0.5133090088144683,-15.294583286741702,
f46dc364-473c-4af6-8661-01e445e6f3db_lvl142,0.17214193193416366,-14.926765653830039,
f46dc364-473c-4af6-8661-01e445e6f3db_lvl183,0.5166448397508304,-79.38350334159388,
f46dc364-473c-4af6-8661-01e445e6f3db_lvl89,0.5482736915653854,-48.74424406468628,
f4885253-5a0a-43b2-b93a-d2e24180e4cc_lvl191,0.2678052407999277,-6.055108114469981,
f51c61ef-825a-45c2-ac37-22a2c895cd41_lvl102,0.44296850859586784,-15.475674280300517,
f51c61ef-825a-45c2-ac37-22a2c895cd41_lvl126,0.7497467864469342,-14.17229576200951,
f51c61ef-825a-45c2-ac37-22a2c895cd41_lvl142,0.644380413005694,-11.829193010380951,
f51c61ef-825a-45c2-ac37-22a2c895cd41_lvl167,0.6472069282657235,-10.304900033637109,
f5316da9-ca44-46c2-937a-c669e5689fad_lvl109,0.7304446090889056,-4.73917772253291,
f5316da9-ca44-46c2-937a-c669e5689fad_lvl179,0.6240777914088189,-13.457330622062585,
f5316da9-ca44-46c2-937a-c669e5689fad_lvl66,0.798748528681321,-32.317366089078824,
f5316da9-ca44-46c2-937a-c669e5689fad_lvl73,0.7078382180683489,-7.9400647356717275,
f70206b2-9f39-46ed-a0a8-5ef111e5efae_lvl133,0.7151865524327051,-22.645571938175426,
f70206b2-9f39-46ed-a0a8-5ef111e5efae_lvl47,0.808305380996764,-11.433407297894083,
f70206b2-9f39-46ed-a0a8-5ef111e5efae_lvl68,0.7642706919359711,-6.759029645079383,
fa5a99b6-80d0-49ce-b93f-b2889b2935c2_lvl114,0.534653153649717,-37.180491586629905,
fa5a99b6-80d0-49ce-b93f-b2889b2935c2_lvl147,0.3121082316865029,-11.377853274909768,
fa5a99b6-80d0-49ce-b93f-b2889b2935c2_lvl155,0.2664423534665455,-10.242126729292359,
fa5a99b6-80d0-49ce-b93f-b2889b2935c2_lvl52,0.8158783474246988,-15.890094006409665,
fd747ef3-188e-4a86-b65d-7d3da34e1566_lvl114,0.7615146575461857,-6.876349977625546,
fd747ef3-188e-4a86-b65d-7d3da34e1566_lvl17,0.8801647661234597,-5.6575805587646935,
fd747ef3-188e-4a86-b65d-7d3da34e1566_lvl61,0.7855235088205721,-14.178677035507876,
fd747ef3-188e-4a86-b65d-7d3da34e1566_lvl86,0.7630825573586487,-6.332177421662475,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl168,0.6425535818413626,-1.6493742666419522,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl170,0.6672223970185818,-5.624203569474774,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl40,0.816170763665149,-3.2672443664217625,
fdb9bf30-0d9b-4985-bdff-661806be4fe5_lvl53,0.8239393304021476,-5.13575206989274,
fe64a281-9563-4165-bf98-fbd8841472ba_lvl136,0.7437823354522667,-5.265692115175472,
fe64a281-9563-4165-bf98-fbd8841472ba_lvl181,0.8862928271812968,-12.279711300885358,
fe64a281-9563-4165-bf98-fbd8841472ba_lvl27,0.8529706585589433,-4.0760100116688385,
fe64a281-9563-4165-bf98-fbd8841472ba_lvl29,0.8681235841489346,-9.697424118164468,
