,Divs-Hamming,Divs-TPJS,#Trails
50,0.7261323730178479,0.32048989169722725,100
54,0.749225980461317,0.3204344616161695,100
100,0.9313125000000001,0.33801492050536125,100
200,1.1743662567576552,0.34110170852067484,100
300,1.340501327157327,0.32168084559263194,100
400,1.4769531249999996,0.3070620937813234,100
500,1.5815813620542463,0.2907073280326371,100
